split	pmid	label	year	question_sha256	context_sha256
train	11867487	maybe	2002	610dc1ac59052251b31852f3d9879c4e7a8a988bda3c5736acf3af56ee71350b	c1e8ca1c383547e12ea39cd71504978d5c00b3711b94af966bb71d2bcd6abc06
train	11882828	yes	2002	78e9b07034a5909c3c31f6004d6d6c4d0423405f5c721a9baca8de358a6b0bbe	9582f831007553831ce9a782bd69369dc4e727a02c96cebeaeab39e8d35e606a
train	11888773	no	2002	28e223656b5584b59da4ace9f1395569cbe84f0cd74f5985ee08f6cb832df18e	a73babb628cf9947041542a15e8f135fd82385854f54eaadeee353a2e106485d
train	11943048	yes	2002	864d0a1d13c32b7cd371ac879179089cd49501dd408f69b0adb35d7591482ac8	485bb2f0ff3380146ea3a24fe4a4146b4585a588b07a326683254d2616c46ce5
train	11955750	no	2002	b45e9bddf6a01a04c298781b50b580406314a796084bfd73d32b255b63b1901c	c92da2c93a15ee32fe1dafc891755e560546b0897de0ce658e6280724fff55be
train	11977907	yes	2002	f142450aeae8b1e770f9c204d850cfcced730557be7f6176d8a2e8ff166ccc53	67eb154358fadc7cb63328924dd67d72a38977ba444b79b348476ca5e8ddd95a
train	11978239	yes	2002	281edc946fd6f7753f3bb0acae025a25072c6865091103f8460887e3f4e59c16	402d2301b8f1055fc2b6f1bfccfe0c0690cc8816fec1eab7910864f2f78be156
train	12006913	no	2002	eb11492661a71576eee27264bc70716b95b917c461c104e369eb91fbcd88feea	4cfe85c2bc916226eedfedbc9a85bf40206d7da44eef2573a7223f9071861772
train	12068831	no	2002	d24ac18514ac835292310d6b24c0a1f4b402eb99549a0e15de52f2a4bf966086	e39c1d3ca316fe56e78d7227cf18594c977ea71a21e5ab167b6cec22a6912e41
train	12070552	no	2002	646bd27f2c1545f27ce1aa5a395668dbed62fd23cce21e5946cdcfd98a287468	7b69a4fd6f6024f2769efa897371884923d8f6c50815b9fbc69349551037fb21
train	12090319	no	2002	94e9d4ab24400d4af745fba6d9e1df51590ffdd7288ee8f69b0f2baef198a04b	5de1ee3e66d556f93a632b616c76eee286f4bc0e439d8c88605c4ad1ea2652ae
train	12094116	yes	2002	266db4f39caf1f832f1881976851585acc7f1d4273719d88eda494ce3353f13e	867f6394a2a4541d355e2b0d0f62ca24304823e69ab54ed7d5e19afdf69f3772
train	12095973	no	2002	da7808bfda0bc115a115fa06443adac4b18ed5747eab9bcb966e122e62194d6c	729cce971cf9ed451ff2cdfe4531c576a48e1f240f5c88d2efc19ea0ba59b5f1
train	12098035	yes	2002	a5cb8543d96b56c2cbf0e3733e22d175b57d9faa4459464fa28466858e88aaec	611ec78fd293e9fa1f14535e1281df0fe26577f0b17ed3d49376c7e0aff3047f
train	12121321	yes	2002	9f9a2e2b031850fa4fcb79dea3250deaa2bff01d2f2c335bfd1bb8a5cce31a80	e02c1e7586358f7e68c1c74fee181e02cb4f1f3ca985b5540974bc2aad4630e7
train	12145243	yes	2002	f2e204dcafb1d71adc3c8610a5a99292752f09d1e38ce2271ee0190558363868	8e9ab647a921dcda1a6d5105f84478058c95526759b345377e7803da31cf0860
train	12153648	no	2002	888ef47db8f6a41ff29564bf7f391beb45d37499c8dd749e4f9f0929397b9d9a	cf63a5af4278b93affd966d3848a0fafb7c0848e76a3fc5af12c2ddbd5585804
train	12163782	yes	2002	60d26da6ff7b4ee8138f52bd115e254ab694d85a184a8c25ef655be72c5dc885	256800cff4e2b13d242ba6421a624d5edab091da2d40058f497d0058ab125c1c
train	12172698	yes	2002	731ff09ffb225e3e0c49d5419aaf6486def06acaa7075cfd91fd9cf1e69e0264	75ae70a646190bc0691648b4f32650ec94b3fbdffb655d43972d3a5e5815806e
train	12238307	no	2002	343bef6297dd1a916db5b0027548e74b8a7f8f604b81ac49746d25a8d9e119f7	3d4145aa99fb4027ed62554fc9a00da5ed61fbd42c4687c09b19736ec7aae600
train	12377809	yes	2002	3d4ed6aaabefb6d08c7388bf411b76ee891d4f99f35590237766d51c61e0e7ca	2449b192a8af78fbd7c09fc94da52feb9ab1a1dd1cb5f153a441de36a26c020d
train	12380309	no	2002	681c7bc79c13aa6334d77cb8b5ac05b8d93605ebf5b3b6e45529fbe11a1d639c	50ede2d84a32a2e4062d70021ecbc1fe80b9ed04cf7ccd27775db2c6f136491c
train	12442934	yes	2002	ae40a6390a60c42b666476af2250c804496b3e443297cdef1b285aab850c5304	a093c36bd5f85cd50624405b60f2119e5413882432d3885157aa9cd52da60d74
train	12484580	yes	2002	e6c8b4ae575e2b839e5c063e0fbe89f4db638293922884aad57837d1e4ab5f0c	4fde7b176871292da7d02772147dd54c69f112d8edcca949162536d228057086
train	12595848	yes	2003	62add069592364fa10e319d9559d348700f7641059ad2af131eaad342ce55b6f	e32f9fc8bbedb8c3cd464cadde413ef28185bb92716b36e5ed76e87efdd0e093
train	12607120	no	2003	434e97c898c524a75b3ff3a919bd7d774c9cb41837b7defd8a61c956784f7542	d4387b06a7e702afd662df7108178bd0746937a10c37f1fb9f1c2deda221e7e6
train	12626177	maybe	2003	deade65b1b6469848c47c318fbc3edd64e32eef8c56934a56ff77f741a1224e7	553918b88f5ae7daa9135e4162623a78dfb451594970145b5a62f0dad6659e25
train	12630042	maybe		dd672535ab74e58dd524310e584855fa347122eb59774c66e076ff75743aa8a5	d48e80c16f642fc97e0a55c1ad6a7d672eb5c23fc039eaf7c651b1b407d74aa4
train	12632437	yes	2003	7fcb21ee50f11ac53f33a822222df4fec904d53ad1b478d33eb0aee8d16629bf	f6680dddc367ce6c8170689e74fee35f9282f0fb1a7aba51d0a858b270c6548f
train	12684740	yes	2003	795891521f7492b738292d9a94cd998898d7a0dc58fde3a110572f4e1eebcb25	5ecc5dc2882e52f611885d142303d66800d7935c15271d2bfba1764dfd8a867e
train	12765819	yes	2003	3f1e0234f863062ff0c08aafdd9fb35f557989acd33e436dd0a54e7fa481dcb0	a6c1ad40d2b1863b0e63fc338d949eb3c4d3f259d773d90bd34f3afdfdb2fdfb
train	12769830	no	2003	566be9530b45d3de5cdf251b62386cf3b61f24e7d81c8938bf59e32a17c04bfc	25fbfad9ef63f1f05743930f1c609355eb8bc529407f4ced37582919a15cbeff
train	12790890	maybe	2003	14c3d3487115179f243297b7cae80c9af9d29a2591bc8c45e9a114b5462c30ec	863a82a8e99523d8fb0c423ddb6b87b0eb3b36cfc4ea8f04a3a7aafd299d832b
train	12805495	maybe	2003	325dc72b1c5479d14d1f6ee55f08328a53bcd532b34d702973d455e046e5acd8	70420c0c9fb46e85a760015761da7e4f5c83b7484fdae1627070840a8c2c21d9
train	12836106	yes	2003	8645ecf87013370d3b98b95a9667ed0ea41d2ce60f4d8aec3f8502dd6ac381e3	77acbad2a26bef59eec5c3e93a5ffd5a73ef3fca51abccb71b56adca1939ea21
train	12846929	yes	2003	fc62d9152e5b36f6dabba5f9ab8fa6d7031bc8d8134a8a2b1afe24b2028e24f2	28e143dd935f718de52964be74a025b4fcd7deb06704985cecb1ff0ead10132b
train	12848629	yes	2003	6e9dc6a810d98a5e2d280b9acd542eae459a898f457b6a10ecf856b16b7e8371	3dcfeea6b52e3a0146cb9b7a2e554c0539c3e766856eec7f766cd5cc22b452ef
train	12913347	yes		e6f1f2f848f75b4ec8fc63d27d5570bc73bda166c413b6f46b27b9510b48e79b	1e88df598128b89dfb21361f8dac4ecef853e54e104e27f0425d363dd5207566
train	12913878	yes	2003	500f114116bd3c6d020134d9cd173c235fc6b66b3e088a57320b08118c1d21fa	699430f57044780a25ac7fde4a70eebe3d1271a394c2509fd8eeb44742a143f9
train	12920330	maybe		a5962de3d4f41c36c922c24d2e844b3f927d36637acd0dd82f15c1a13a50cdb7	ea49ccfd4596b71783b4b0734d4b151997c62daa7e6c51bbfc356101d2badf99
train	12970636	no	2003	863d5825a76bdf24197adee667df49a60946ed6c12ea3b0f5e55815623c180f0	393fe82e475d811d9615ec256886dfae0b5271568875c359356d211f9bf6062d
train	14518645	yes	2003	711bed3c507e8b24df7d7f0bf5201838ac5d73616cc2142cc2da8ae61b1933d5	6c9df33b8c5b093b4a85900609734f257e495211790fc299e5d4ec00e888204c
train	14551704	yes	2003	94ffafac56182bd65f95b3e05b1ecfc779a96ae41e11de7ace2131f3afc7b7db	abf25e3e0010f17c919bc2c9097974e71d02b04d7337cb33375008ec4f677b7c
train	14599616	maybe	2003	b7a75385aaa7ee0cf2d9979b4fd64b8ea1e1209fdb9d1024869b82beae35992a	4e7748b4dfdb0101fce6419e7b1dfb8697eab66233e4bf76eaaa4f5ee9690425
train	14612308	no	2003	de739625c767c27005aadc77f0ce7a6fa1cbab23822e11833fb70ffe46794815	80d723144d7ac6231b2ced1c36b6397f4347079ef3fb9e33f25f32f2f4455611
train	14627582	no	2003	a3710dfd85571c2188734994a9d3f554f27ac8d008bb2b9aa856d787c751d9da	70e083980571aa609684fea37cbf60c1c85ac7fa6bc1113974cc71f6b9ad1e67
train	14631523	no	2003	e3298bb42bc407f4b591d9c320ea8c22d246e06203d77efcd0d43cb1c03f58ff	b0a73852d811455387de8f29840d2938137ab98541b2d666e8439383dd392c67
train	14652839	no	2004	5dc831f1d4582bb8a00b94823475f003e91d1f0fa7ee04fc7527ba601b31abe4	9b70da40cbc8193d6142292722ea53421cd406b2ca2087b1ef8817d6d514139d
train	14655021	no	2005	afb81f872c6a86ab7c2508e0c9acaea7c94dc2ae2ebb75b406d22d4ffb799a57	0a45503a68f29ce0572ad665ef934f8737a7a92bf6a8e8135f212d482656864b
train	14692023	yes	2004	1e96b8b6c26d80ca2ea0ef5ce30b1384779e057e36f6bbe71cc9d34933ee79c8	e6f4fc48722a5758aad764ff2fa2dfeaef09708842ca0ad045874807f37bb432
train	14713788	yes	2004	15ba452b6078cdf0ef1313e3f7b5f988a2639382d934f19ccae63a5ea2ef5898	e4c252671d0235d831bb5a89ba5fa8bf175d6a91e429b17ee0c96fab41ff6989
train	14872327	yes	2004	0a3def6cdc9dd7f7ab604e11e8bd937f0e9330a31829f2601223a3b12441e28d	78a6d0fdbcd473c3bea29082ff2a09f4a0869367723b5028f458c7e1e2debae4
train	14968373	yes	2004	5c40472bb619627fc28e61191a1ba5781ecf3db722d27f82510ea1c21e208551	dfe80310c45ef0719555ec04c8dacf416737cf1343d96d5c0c1e5e11e7f79795
train	14976655	yes		89eacc5d97718cbc7a9a6e7264939cd98061884365370852d54f8ea7866da9f7	b9e8f62939dec5cbe5e7a29bdd63f1f66129a1f3d89e70ccb668e0911f58e35b
train	14992556	maybe	2004	f8c34958f83e90718f9bc8b71a6cc10aaaf7faa4460cfb6944fb3fe34d108a39	316d7178171089c563b1c6b8b705de9d2dc7d9519ba79a4075a7588f41060e68
train	15000338	no	2004	294b06062532e7f5bd2c2062e639040ea0e864d33a5cd7ae19d46504a4b35484	5f3ff66dc1f9089493b24515feb55cf4314dfeff4a8bcccc89165633c5360b43
train	15041506	yes	2004	01af7706b2aac11a3a59aee28b56ddb0a115524a3012829652e60359406a39ad	97245a88aac22db0d757458aae89c0cb254505c5afe063478c2cd8e1486d34a7
train	15050326	yes	2004	d88178d721ada2597297b154293a1e1d782c86b4e0b2b64b7022ccc5c151702c	18d657499ab88ca409dc46265660759b811c8700c48c3d0cb64a0ca2a6da328e
train	15065192	yes	2004	fbb84a2c80b95d85065ead5b97da264bfcecb95beaae992607707894fadca4bc	429dc929f214fb3e05b74c15203f8e96c34eb20e8e749c4a2791dc6cd0a23172
train	15095519	no		a2a4df481f7f2695598a5da47c4080ba808b98d1c6facb611d4b03de718c3a0d	6e5c3334ce73e56d0a441f880fd7fc365d952d10a1383bc0269409ddf460410e
train	15137012	no	2004	ceeed8fa112b20e6b452626945c8d08f691acf6b56f5a95e0d8cab1f5c061f05	6fc9117ce34530a485ef4f9b6c2dd269ca471437a1925c2a803c166b0cf7672b
train	15141797	no	2004	db29d47b1ee3c44db8acd65925fb2ad90c7c713dcd740bc5e9b1891f9efc83a2	d4d7e3627dd9d35fc4edd12c99fe4ac4b5ab69c4c3d0891344ff492acaf03c97
train	15151701	yes	2004	2ebc83d4fdeabae5bf5583c5893cfc874d3720444c853ae4812717d5ae8ab3b1	08be8b74a8c681f790fd923b20cff3e0de71c3c19e34da6ba5f55be3bc86be92
train	15208005	yes	2004	756be2241e278c374d2e32fe0ff7aaa1c9a3f5baa46471415b4de4b86d31a44e	b272d0221582b51ae3c1312d1be4fdf7916f02128a3a77c038ce4f89e84fd7d3
train	15223725	yes	2004	a5e3268efbf2a8c41943b5c92031aaf9cdbfb27e6263f5568512552d428234e0	1fc1415b1334e8346495c53d7a8abe39d89bbb8a10eba5a64ed7ae2d88d787a8
train	15280782	no	2004	e5433325c0edd9e97218120342a7ebc1cfbfc6ee6545a005ed816dddb5859279	3f78bb0dab317577658ccf49e5e962fe0b27e8c9011a4f680b06aff6a86918f3
train	15369037	yes	2004	17282fc820a5d20da93624b9af957237e68dbed28acecbdd066447bcdcc95def	d0d25cb118b21978d58970383c0155894a1d0c18ad8aeab1a20ba6909b4389cb
train	15381614	maybe	2004	59c9cf256c189850f21e774982dff62c695be99ba0898e5d1d39613813b4f8c9	0ba80e269e6716a1a6ab78736de5123ea53949c183c2d2f533bbbf207d3e46f9
train	15388567	no	2004	f7b6a352c02ce5ce7a8b8ecf1458b6c6af476e87ac9abad6ca23a44cc77079bf	a785b5f01ea025f7d3971b1bc1ff6e63e091c7f0b31f03beed9bfbcf64e2a1ac
train	15475728	yes	2004	7f2c780ad619583c16bf86f46ec78c4b4725797f2c6e687554ac51e7e717da0b	a3e030758bfa55065306da0a1d8375513d105a5ba47cb286c9d9a81ddd305088
train	15477551	yes	2004	9b28cfaba5feb0ec6e7cf5169aed2d556ab5d13eb158fccf64eb2d815b3c5503	4750ff9ce4041a060b729d5b6f9ce1c39d695a6b5f7be7fa1c243fdfa0f9372a
train	15489384	yes	2004	8f45b0345a26fb3cd53027e4e1bb46ff66586a8eba2f14390754f48cfd681e4f	59a8dba6026f3ae1c74ce1b6f05cb0793c42d35a3ac4e64341ff643003205505
train	15502995	no	2004	407f8d6bed4771ccc69ae64abe9d5dc7e64e5f6b54a562057cd0d3976a75328a	daa0c74ad83366c4f9bd8cf4be0df84bd483691a0634e70faec6461d996b2dbc
train	15528969	yes	2004	40d07d927a840b0a0aaf2ded188d13050578678795f22487c16db717021787a5	77f6b590e1e80c7da31d034c8141f784eefd653cee7e38861d9a6e4e32bb5bc1
train	15530261	yes		2e0df7a52a937b66a519f12634931c6e57713bd976d5c485c7e51a7e3380cc3f	9ce15dc6599fbafc1c901d0b2f4218bc2d15011f1ff67a5c6f88ef44676e345c
train	15588538	no	2004	b392b4c567ffda0f0dd3b7a81d14fbd58c935a81f8ffc05585ebf90a8d84652f	0b8648d79a901ce2136364413a1b2c8e9c6be034a38e2721fae0023a67030565
train	15687156	no	2005	9a29bc75e3754b24a8d0e1bed7b10b271f379ceb8d962f817adc02d2ae877253	64ec0821085e94b326f1e41a0026d81d59f726360b170e050f1ab7bcb7121f6b
train	15703931	no	2005	4d856ef37cba24f9f5645e7f91fe57c0392da8d527fdeb048fea848cbe033333	fae5f0688ad9dc949dd9b23d2489211269a90cd9af3da5bbe1e0157a9b15bf13
train	1571683	maybe	1992	e644a5f0bd75c14eb95c4d3020276b793bfcc4ed4dfc9381c083acb0e170cb5c	ea93deb3661e191bb12e0522ce17de85cccd9f50f9a3ffe74955d3d353949018
train	15774570	no	2005	3f7ce018620aa23139c6095fca6a501e621d9e81b26431701c72bf60948a8f85	014672b5074131eda7ecf4c3302c9c95dbd322d1f06036631af633aaf8e8ab0d
train	15787677	maybe	2005	cf04bc1a47826a140710e47f4d09c87583fae347d2a61dc695e1f7dddcaf8e78	5958213533cdf1b8ad1ff6cfde905a20cd1adba86b29fc5fb379f9a41fc5062c
train	15800018	yes	2005	f4a76a4dd1c6c76c8cb0f2631449af7584169e04f2d3deac5c3673463707f549	4888b5d0bdf1fa95452a09f589ee652910f410c5e7271dc47cd51f5ef91089b2
train	15841770	yes	2004	3a495e961c17938e9000a2b7002c2fe80e8208b0365df9c2a46878b4d6796fe3	0b36c6cd4221eccd7fee4e526699c6921918d6395f9797e15d74fb986577cbe1
train	15879722	yes	2005	7158e6a04161c75b3fbf126aafe80872c27b6b977303e1dd8a7a79fbe5ace9c1	3ac2a28881bec71d299d3e9b8cab3acfcb199d0f6f290dbf6e261a1ff613312c
train	15918864	yes	2005	24eeb18815a5582f42aee6f9b6ba7c85a36207f3b494c1c9641d92f2e5f105d7	051d30ef6f0e488bbaca50e92b885834efd9c29924cdf8fe0f9b5e9cee6509f1
train	15919266	no	2005	9b3e47dfbeb037cf0277e1c91d753fb00c3e6fef82676314cca4caa4c40306a4	135ce6c2defae2329c507d0cce088c3f5a49742b1e7f81a60585732b97c92fd3
train	15939071	yes	2005	01f09b3e873c634f1c24325ebc5a0290055cbd6f484357ec0db33020d4588af9	72fb0489754a2c125bf46f7283f2ca2ad2299e378877763a2e47627b4ae4e173
train	15954832	yes	2005	df9103e1b16818a4644233d5d73ed095b8298242e019653b5b9048261b3dd58f	e170b8185ef5c80142454cec0d782a8e754d519e7139646dbb357046fc9a5407
train	15962678	yes	2005	656d7b8f18d20aab974072c5b319a18609c145479a8b40bbd41716cbdb661c17	8a3a2c9f35521d2b26d0b3cf37150451026eee0f078628d3daa01445788c113e
train	16046584	yes	2005	13b50464dcd16056892b14070956623f2389ba27a96700d31fbd1383d414248a	fbb7cac3f46fae2d464c15527510ced0b5e859ad40c7c751fabea0218cb68c29
train	16100194	no	2005	0bf5b5cfc3b2da4817226d0386984852b82374b8c2b50159b00fbbbb6c360a23	62519ab64da32264b5d8a8ccee77a7bf4fd7af5c9cd6cc31cd8da5e3b53e3cb3
train	16147837	yes	2005	5d1b2a064aaa3cb33237232035ecd476d220208014da04133cb08b37e9f35d24	cbdf55d2f951511b49d591926c4d4ab529f29627fcb389ec65454d5414f520cd
train	16151770	yes	2006	ce8259f81ea69757366eb9d0e8545463e77a5583e22d2c7236deb70300e35225	d35232d77cbf959869a059f6b0a5eb6fdebdd6bac5e8de8de03142850cf987db
train	16216859	no	2006	c1833f565cadeae9ddda6b7c672eb655a3715ee7f9d6a44a2eeaa1ccd07332f3	c380b33f2352d4511131d2b09a9889c910a947d674c45c5371c1cfe34026d4cf
train	16253970	no	2006	0860b7d2cd83c78e62f83645707587fc763d774604710b6df8a6822b42500ddf	bd0c68703f70ddd366a61a3aa9782abc2feda48a3cf888e900e362d6da165b96
train	16319544	no	2005	4af9684f6cb2f919d7ba809501032cf092043c1afd9c759e1da892432588b33f	9d37ac810e22a8a39cbd91de7da59838d4945422d6219a91e0bf2497b32fe3b9
train	16361634	maybe	2005	5014fb0a35885367a1b75f595fbe5934ffece90ef1fec2379e320ba74b2729be	ad8b6e03b359356df6e4ffd61151b336b4f47a9fd424f5de84cd83d35e6709f0
train	16414216	no	2006	ec7ef77b7bc2be0b7434f8db6aa6401063bea20e870e83aa692f437a0fe20b3d	6c6f6d5bbdeecf9d76aeca35896bd25c5aefed3461faa77912afe774e672cd5a
train	16418930	no	2006	f4a86e22d2dd53c4d7b6abdeb82d64717b78923c72791e03d8ba32b9d2cd9a46	10d7dbcfb1eaeb02a259657506c578aac7811ba2ccc9ac62e7d8fd1fd71fd466
